Suburb,State,AvgRating,ServiceCount,AboveAverage
CALEN,QLD,4.0,1,True
CALIFORNIA GULLY,VIC,4.0,2,True
CALISTA,WA,4.0,1,True
CALLAGHAN,NSW,5.0,2,True
CALLALA BAY,NSW,4.0,1,True
CALLINGTON,SA,5.0,1,True
CALLIOPE,QLD,4.333333333333333,3,True
CALOUNDRA,QLD,4.181818181818182,11,True
CALOUNDRA WEST,QLD,4.0,3,True
CALOUNDRA WEST ,QLD,4.0,1,True
CALWELL,ACT,4.25,5,True
CAMBERWELL,VIC,4.166666666666667,13,True
CAMBERWELL EAST,VIC,4.0,1,True
CAMBEWARRA,NSW,5.0,1,True
CAMBOOYA,QLD,4.0,2,True
CAMBRIDGE,TAS,4.333333333333333,3,True
CAMBRIDGE GARDENS,NSW,4.0,3,True
CAMBRIDGE PARK,NSW,3.8,5,False
CAMDEN,NSW,4.2727272727272725,11,True
CAMDEN PARK,NSW,4.0,1,True
CAMDEN PARK,SA,4.0,2,True
CAMDEN SOUTH,NSW,5.0,1,True
CAMERON PARK,NSW,4.2,6,True
CAMILLO,WA,4.0,3,True
CAMIRA,QLD,4.5,4,True
CAMMERAY,NSW,4.166666666666667,7,True
CAMP HILL,QLD,4.111111111111111,9,True
CAMP MOUNTAIN,QLD,4.0,1,True
CAMPANIA,TAS,,1,False
CAMPBELL,ACT,4.8,5,True
CAMPBELL TOWN,TAS,4.0,2,True
CAMPBELLFIELD,VIC,3.8,5,False
CAMPBELLS CREEK,VIC,4.0,1,True
CAMPBELLTOWN,NSW,4.15,20,True
CAMPBELLTOWN,SA,4.0,2,True
CAMPERDOWN,NSW,4.25,4,True
CAMPERDOWN,VIC,3.6666666666666665,6,False
CAMPSIE,NSW,3.933333333333333,15,False
CANADIAN,VIC,4.0,1,True
CANBERRA,ACT,5.0,1,True
CANBERRA AIRPORT,ACT,4.0,1,True
CANLEY HEIGHTS,NSW,4.0,5,True
CANLEY VALE,NSW,4.1,10,True
CANNING VALE,WA,4.055555555555555,23,True
CANNINGTON,WA,3.6666666666666665,5,False
CANNON HILL,QLD,4.333333333333333,9,True
CANNONVALE,QLD,3.875,8,False
CANOWINDRA,NSW,4.0,1,True
CANTERBURY,NSW,4.333333333333333,3,True
CANTERBURY,VIC,4.142857142857143,9,True
CANTERBURY SOUTH,NSW,4.0,1,True
CANUNGRA,QLD,4.5,2,True
CANUNGRA ,QLD,4.0,1,True
CAPALABA,QLD,3.9166666666666665,13,False
CAPE CLEAR,VIC,,1,False
CAPEL,WA,4.0,2,True
CAPELLA,QLD,5.0,1,True
CAPITAL HILL,ACT,5.0,1,True
CAPTAINS FLAT,NSW,4.0,1,True
CARAGABAL,NSW,4.0,1,True
CARAVONICA,QLD,4.0,1,True
CARBROOK,QLD,4.0,4,True
CARDIFF,NSW,4.3,11,True
CARDIFF SOUTH,NSW,4.0,3,True
CARDINIA,VIC,4.0,1,True
CARDWELL,QLD,4.0,1,True
CAREY BAY,NSW,4.5,2,True
CARINA,QLD,4.166666666666667,6,True
CARINA HEIGHTS,QLD,4.666666666666667,3,True
CARINDALE,QLD,4.166666666666667,6,True
CARINE,WA,4.0,4,True
CARINGBAH,NSW,4.3,20,True
CARINGBAH SOUTH,NSW,4.0,6,True
CARLINGFORD,NSW,4.0,18,True
CARLISLE,WA,4.0,4,True
CARLTON,NSW,4.142857142857143,7,True
CARLTON,VIC,4.625,10,True
CARLTON NORTH,VIC,4.2,5,True
"CARLTON,",VIC,4.0,1,True
CARMILA,QLD,,1,False
CARNAMAH,WA,4.0,1,True
CARNARVON,WA,4.0,1,True
CARNEGIE,VIC,4.5,5,True
CARNES HILL,NSW,4.333333333333333,3,True
CAROLE PARK,QLD,4.0,1,True
CAROLINE SPRINGS,VIC,4.166666666666667,15,True
CARRAMAR,NSW,4.0,1,True
CARRAMAR,WA,4.0,2,True
CARRARA,QLD,4.0,6,True
CARRINGTON,NSW,4.0,1,True
CARRUM,VIC,4.75,4,True
CARRUM DOWNS,VIC,4.190476190476191,21,True
CARSELDINE,QLD,4.0,2,True
CARSS PARK,NSW,4.0,2,True
CARTWRIGHT,NSW,5.0,1,True
CASEY,ACT,3.0,2,False
CASHMERE,QLD,4.0,2,True
CASINO,NSW,4.333333333333333,10,True
CASTERTON,VIC,,1,False
CASTLE COVE,NSW,4.0,1,True
CASTLE HILL,NSW,4.233333333333333,30,True
CASTLECRAG,NSW,4.5,2,True
CASTLEMAINE,VIC,4.666666666666667,8,True
CASTLEREAGH,NSW,3.0,1,False
CASUARINA,NSW,4.0,2,True
CASUARINA,NT,4.0,1,True
CASULA,NSW,4.0,11,True
CATHERINE FIELD,NSW,5.0,1,True
CATTAI,NSW,4.0,1,True
CAULFIELD,VIC,4.25,4,True
CAULFIELD EAST,VIC,4.5,2,True
CAULFIELD NORTH,VIC,4.0,3,True
CAULFIELD SOUTH,VIC,4.5,8,True
CAVENDISH,VIC,5.0,1,True
CAVERSHAM,WA,4.0,4,True
CAVES BEACH,NSW,4.5,2,True
CAWARRAL,QLD,,1,False
CAWONGLA,NSW,5.0,1,True
CECIL HILLS,NSW,4.0,5,True
CEDAR CREEK,QLD,3.0,1,False
CEDAR GROVE,QLD,4.0,1,True
CEDUNA,SA,3.5,4,False
CENTENARY HEIGHTS,QLD,3.5,2,False
CENTENNIAL PARK,NSW,4.0,2,True
CENTENNIAL PARK,WA,4.0,1,True
CERES,VIC,4.0,1,True
CESSNOCK,NSW,4.0,9,True
CHADSTONE,VIC,4.0,3,True
CHAIN VALLEY BAY,NSW,5.0,1,True
CHAMBERS FLAT,QLD,3.5,2,False
CHAMPION LAKES,WA,4.0,2,True
CHAPEL HILL,QLD,4.333333333333333,3,True
CHAPMAN,ACT,4.5,3,True
CHARLEMONT,VIC,,1,False
CHARLES TOWN,NSW,5.0,1,True
CHARLESTOWN,NSW,4.0,9,True
CHARLEVILLE,QLD,3.6666666666666665,3,False
CHARLTON,VIC,4.0,1,True
CHARMHAVEN,NSW,4.0,1,True
CHARNWOOD,ACT,4.571428571428571,7,True
CHARTERS TOWERS,QLD,3.8,5,False
CHARTERS TOWERS CITY,QLD,4.0,1,True
CHATHAM,NSW,4.0,1,True
CHATSWOOD,NSW,4.090909090909091,22,True
CHATSWORTH,VIC,4.0,1,True
CHELMER,QLD,4.5,2,True
CHELSEA,VIC,4.166666666666667,6,True
CHELSEA HEIGHTS,VIC,4.333333333333333,3,True
CHELTENHAM,NSW,4.5,2,True
CHELTENHAM,SA,3.0,1,False
CHELTENHAM,VIC,4.25,22,True
CHERBOURG,QLD,3.5,2,False
CHERMSIDE,QLD,4.333333333333333,4,True
CHERMSIDE WEST,QLD,4.285714285714286,7,True
CHERRYBROOK,NSW,4.0,9,True
CHESTER HILL,NSW,4.0,11,True
CHEVALLUM,QLD,4.0,1,True
CHIFLEY,ACT,4.5,2,True
CHIFLEY,NSW,4.0,8,True
CHILDERS,QLD,4.0,4,True
CHILLINGHAM,NSW,4.0,1,True
CHILTERN,VIC,4.0,3,True
CHINCHILLA,QLD,3.6,6,False
CHINDERAH,NSW,4.333333333333333,3,True
CHIPPENDALE,NSW,4.5,4,True
CHIPPING NORTON,NSW,4.0,5,True
CHIRNSIDE PARK,VIC,4.5,7,True
CHISHOLM,ACT,4.666666666666667,3,True
CHISHOLM,NSW,4.25,4,True
CHITTAWAY BAY,NSW,4.0,1,True
CHRISTIE DOWNS,SA,3.6666666666666665,3,False
CHRISTIES BEACH,SA,4.0,5,True
CHRISTMAS ISLAND,WA,3.0,1,False
CHUM CREEK,VIC,4.0,1,True
CHURCHILL,QLD,4.333333333333333,3,True
CHURCHILL,VIC,4.0,4,True
CHUWAR,QLD,4.0,2,True
CITY BEACH,WA,4.0,3,True
CLAPHAM,SA,4.0,2,True
CLARE,SA,4.25,4,True
CLAREMONT,TAS,4.0,5,True
CLAREMONT,WA,4.0,6,True
CLAREMONT MEADOWS,NSW,4.0,4,True
CLARENCE PARK,SA,5.0,1,True
CLARENCE TOWN,NSW,4.5,2,True
CLARENDON,NSW,4.0,1,True
CLARENDON,SA,4.0,2,True
CLARENDON VIA LOWOOD,QLD,5.0,1,True
CLARINDA,VIC,4.666666666666667,4,True
CLARKSON,WA,4.0,9,True
CLAYFIELD,QLD,4.333333333333333,12,True
CLAYMORE,NSW,4.5,5,True
CLAYTON,VIC,4.2727272727272725,11,True
CLAYTON NORTH,VIC,4.0,1,True
CLAYTON SOUTH,VIC,4.454545454545454,11,True
CLEAR ISLAND WATERS,QLD,4.0,2,True
CLEARVIEW,SA,4.0,1,True
CLEMTON PARK,NSW,4.0,1,True
CLERGATE,NSW,4.0,1,True
CLERMONT,QLD,4.0,2,True
CLEVE,SA,5.0,1,True
CLEVELAND,QLD,4.222222222222222,9,True
CLIFTON,QLD,4.0,1,True
CLIFTON BEACH,QLD,3.0,1,False
CLIFTON HILL,VIC,4.75,4,True
CLIFTON SPRINGS,VIC,4.333333333333333,3,True
CLINTON,QLD,4.0,1,True
CLONCURRY,QLD,3.5,2,False
CLONTARF,QLD,4.0,9,True
CLOVELLY,NSW,3.6666666666666665,4,False
CLOVELLY PARK,SA,3.0,1,False
CLOVERDALE,WA,3.8,5,False
CLUNES,NSW,4.5,2,True
CLUNES,VIC,5.0,1,True
CLYDE,VIC,4.0,8,True
CLYDE NORTH,VIC,4.428571428571429,27,True
COAL POINT,NSW,3.0,1,False
COBAR,NSW,3.75,5,False
COBARGO,NSW,5.0,1,True
COBBITTY,NSW,4.5,5,True
COBBLEBANK,VIC,4.0,1,True
COBDEN,VIC,4.0,2,True
COBDOGLA,SA,3.0,1,False
COBRAM,VIC,4.2,8,True
COBURG,VIC,4.136363636363637,22,True
COBURG EAST,VIC,4.0,1,True
COBURG NORTH,VIC,4.0,4,True
COCKATOO,VIC,4.333333333333333,3,True
COCKATOO VALLEY,SA,,1,False
COCKBURN CENTRAL,WA,4.0,1,True
COEN,QLD,3.0,1,False
COES CREEK,QLD,4.0,1,True
COFFEE CAMP,NSW,,1,False
COFFS HARBOUR,NSW,4.083333333333333,24,True
COHUNA,VIC,4.0,1,True
COIMADAI,VIC,,1,False
COLAC,VIC,4.285714285714286,10,True
COLBINABBIN,VIC,5.0,2,True
COLDSTREAM,VIC,5.0,2,True
COLEAMBALLY,NSW,4.0,2,True
COLEBEE,NSW,4.0,2,True
COLEDALE,NSW,4.0,2,True
COLERAINE,VIC,5.0,1,True
COLLARENEBRI,NSW,4.0,1,True
COLLAROY PLATEAU,NSW,4.142857142857143,7,True
COLLECTOR,NSW,3.0,1,False
COLLEGE PARK,SA,5.0,1,True
COLLIE,WA,4.333333333333333,3,True
COLLINGWOOD,VIC,4.5,5,True
COLLINGWOOD PARK,QLD,4.285714285714286,8,True
COLLINSVALE,TAS,4.0,1,True
COLLINSVILLE,QLD,4.0,1,True
COLLINSWOOD,SA,4.5,2,True
COLO VALE,NSW,4.0,2,True
COLONEL LIGHT GARDENS,SA,4.333333333333333,3,True
COLYTON,NSW,4.0,5,True
COMBOYNE,NSW,4.0,1,True
COMO,NSW,5.0,2,True
COMO,WA,4.222222222222222,10,True
COMO WEST,NSW,4.0,1,True
CONCORD,NSW,4.454545454545454,11,True
CONCORD WEST,NSW,4.0,6,True
CONDELL PARK,NSW,4.0,13,True
CONDER,ACT,3.857142857142857,7,False
CONDOBOLIN,NSW,4.0,2,True
CONDON,QLD,4.0,3,True
CONGUPNA,VIC,,1,False
CONISTON,NSW,4.0,3,True
CONNELLS POINT,NSW,3.5,2,False
CONNOLLY,WA,3.0,2,False
CONSTITUTION HILL,NSW,4.0,1,True
COOBER PEDY,SA,5.0,3,True
COOGEE,NSW,4.25,8,True
COOGEE,WA,3.5,2,False
COOKS HILL,NSW,5.0,2,True
COOKTOWN,QLD,4.5,2,True
COOLABUNIA,QLD,4.0,1,True
COOLAH,NSW,4.0,1,True
COOLALINGA,NT,4.0,1,True
COOLAMON,NSW,3.6666666666666665,4,False
COOLANGATTA,QLD,5.0,1,True
COOLAROO,VIC,4.166666666666667,6,True
COOLBELLUP,WA,4.0,3,True
COOLBINIA,WA,4.0,1,True
COOLOONGUP,WA,3.75,4,False
COOLUM,QLD,5.0,2,True
COOLUM BEACH,QLD,4.666666666666667,3,True
COOMA,NSW,4.333333333333333,6,True
COOMANDOOK,SA,5.0,1,True
COOMBABAH,QLD,4.0,3,True
COOMBS,ACT,4.666666666666667,3,True
COOMERA,QLD,4.0,22,True
COOMERA EAST,QLD,4.0,1,True
COOMINYA,QLD,4.0,1,True
COONABARABRAN,NSW,4.0,2,True
COONAMBLE,NSW,3.75,4,False
COOPERNOOK,NSW,3.0,1,False
COOPERS PLAINS,QLD,3.857142857142857,7,False
COORABELL,NSW,,1,False
COORANBONG,NSW,4.75,5,True
COOROY,QLD,4.142857142857143,7,True
COORPAROO,QLD,4.066666666666666,15,True
COOTAMUNDRA,NSW,4.2,5,True
COOYA BEACH,QLD,4.0,1,True
COPACABANA,NSW,4.0,1,True
COPMANHURST,NSW,4.0,1,True
CORAGULAC,VIC,4.0,1,True
CORAKI,NSW,3.5,2,False
CORAMBA,NSW,3.5,2,False
CORDALBA,QLD,3.0,1,False
CORDEAUX HEIGHTS,NSW,4.333333333333333,4,True
CORINDA,QLD,4.0,9,True
CORINDI BEACH,NSW,3.0,1,False
CORINELLA,VIC,4.0,2,True
CORIO,VIC,4.166666666666667,6,True
CORNUBIA,QLD,4.0,3,True
COROMANDEL VALLEY,SA,3.3333333333333335,3,False
COROWA,NSW,4.0,3,True
CORRIGIN,WA,4.0,1,True
CORRIMAL,NSW,4.428571428571429,7,True
CORRYONG,VIC,3.5,2,False
COTTESLOE,WA,4.0,1,True
COUTTS CROSSING,NSW,4.0,1,True
COWANDILLA,SA,4.666666666666667,3,True
COWARAMUP,WA,4.0,2,True
COWELL,SA,5.0,1,True
COWES,VIC,4.2,5,True
COWRA,NSW,3.857142857142857,7,False
CRACE,ACT,3.0,1,False
CRAFERS,SA,4.0,1,True
CRAIGIE,WA,4.0,5,True
CRAIGIEBURN,VIC,4.097560975609756,45,True
CRAIGMORE,SA,4.6,5,True
CRANBOURNE,VIC,4.161290322580645,32,True
CRANBOURNE EAST,VIC,4.333333333333333,10,True
CRANBOURNE NORTH,VIC,4.166666666666667,13,True
CRANBOURNE SOUTH,VIC,4.0,1,True
CRANBOURNE WEST,VIC,4.142857142857143,15,True
CRANBROOK,QLD,3.8333333333333335,7,False
CRANEBROOK,NSW,4.230769230769231,14,True
CRAWLEY,WA,,1,False
CREMORNE,NSW,4.2,5,True
CRESCENT HEAD,NSW,4.0,2,True
CRESTMEAD,QLD,4.142857142857143,8,True
CRESTWOOD,NSW,3.0,1,False
CRESWICK,VIC,4.333333333333333,4,True
CRIB POINT,VIC,4.0,3,True
CRINGILA,NSW,4.0,1,True
CROMER,NSW,4.333333333333333,6,True
CRONULLA,NSW,4.5,10,True
CROOKWELL,NSW,4.333333333333333,3,True
CROUDACE BAY,NSW,,1,False
CROWS NEST,NSW,4.5,8,True
CROWS NEST,QLD,3.0,1,False
CROYDON,NSW,4.090909090909091,11,True
CROYDON,QLD,4.0,1,True
CROYDON,VIC,4.24,27,True
CROYDON HILLS,VIC,4.5,2,True
CROYDON NORTH,VIC,4.0,5,True
CROYDON PARK,NSW,4.0,7,True
CROYDON PARK,SA,4.25,4,True
CROYDON SOUTH,VIC,4.5,2,True
CRYSTAL BROOK,SA,4.0,2,True
CUDAL,NSW,4.0,2,True
CULBURRA BEACH,NSW,4.0,2,True
CULCAIRN,NSW,4.0,2,True
CULLACABARDEE,WA,5.0,1,True
CUMBERLAND PARK,SA,5.0,2,True
CUMMINS,SA,4.0,1,True
CUMNOCK,NSW,4.0,1,True
CUNDERDIN,WA,3.0,1,False
CUNDLETOWN,NSW,4.5,2,True
CUNNAMULLA,QLD,4.0,1,True
CURLEWIS,VIC,4.0,1,True
CURRAJONG,QLD,4.0,5,True
CURRAMBINE,WA,3.6666666666666665,3,False
CURRANS HILL,NSW,4.4,5,True
CURRIE   KING ISLAND,TAS,4.0,1,True
CURRIMUNDI,QLD,4.5,4,True
CURRUMBIN,QLD,3.5,2,False
CURRUMBIN VALLEY,QLD,4.5,3,True
CURRUMBIN WATERS,QLD,4.4,5,True
CURTIN,ACT,4.571428571428571,7,True
CYGNET,TAS,3.0,1,False
Cheltenham,VIC,,1,False
Clyde,VIC,,1,False
Collaroy,NSW,,1,False
Coolaroo,VIC,,1,False
D'AGUILAR,QLD,,1,False
DACEYVILLE,NSW,4.0,3,True
DAGLISH,WA,4.0,1,True
DAISY HILL,QLD,4.375,8,True
DAKABIN,QLD,4.0,7,True
DALBY,QLD,3.9,12,False
DALEYS POINT,NSW,3.0,1,False
DALKEITH,WA,4.0,2,True
DALLAS,VIC,4.428571428571429,8,True
DALMENY,NSW,4.0,1,True
DALWALLINU,WA,4.0,1,True
DALYELLUP,WA,3.8,6,False
DALYSTON,VIC,,1,False
DAMPIER,WA,4.0,2,True
DANDENONG,VIC,4.037037037037037,31,True
DANDENONG NORTH,VIC,4.181818181818182,11,True
DANDENONG SOUTH,VIC,3.0,1,False
DAPTO,NSW,4.529411764705882,18,True
DARCH,WA,4.0,5,True
DARDANUP,WA,3.0,1,False
DARETON,NSW,4.0,1,True
DARKAN,WA,4.0,1,True
DARLEY,VIC,4.0,3,True
DARLING HEIGHTS,QLD,4.0,1,True
DARLING POINT,NSW,4.0,1,True
DARLINGHURST,NSW,4.333333333333333,3,True
DARLINGTON,NSW,4.333333333333333,3,True
DARLINGTON,WA,4.0,1,True
DARNLEY ISLAND,QLD,4.0,1,True
DARNUM,VIC,4.0,1,True
DARRA,QLD,4.0,5,True
DARRAWEIT GUIM,VIC,4.0,1,True
DARTMOOR,VIC,4.0,2,True
DARWIN,NT,4.25,4,True
DARWIN ,NT,4.0,1,True
DAVIDSON,NSW,4.0,2,True
DAVOREN PARK,SA,4.5,3,True
DAW PARK,SA,4.0,2,True
DAWESVILLE,WA,4.0,3,True
DAYBORO,QLD,4.75,4,True
DAYLESFORD,VIC,3.3333333333333335,4,False
DAYTON,WA,3.8,6,False
DEAGON,QLD,4.25,4,True
DEAKIN,ACT,4.166666666666667,6,True
DEAN PARK,NSW,4.0,2,True
DEANSIDE,VIC,,4,False
DECEPTION BAY,QLD,4.363636363636363,13,True
DEDERANG,VIC,4.0,2,True
DEE WHY,NSW,4.222222222222222,9,True
DEEBING HEIGHTS,QLD,4.0,2,True
DEEPDENE,VIC,4.333333333333333,3,True
DEEPWATER,NSW,3.0,1,False
DEER PARK,VIC,4.2727272727272725,12,True
DEERAGUN,QLD,3.8,5,False
DELACOMBE,VIC,4.0,4,True
DELAHEY,VIC,4.4,6,True
DELANEYS CREEK,QLD,4.0,1,True
DELEGATE,NSW,4.0,2,True
DELORAINE,TAS,3.0,1,False
DENHAM COURT,NSW,4.0,4,True
DENILIQUIN,NSW,3.875,8,False
DENISTONE,NSW,3.5,2,False
DENISTONE EAST,NSW,4.333333333333333,3,True
DENMAN,NSW,4.0,1,True
DENMAN PROSPECT,ACT,4.5,3,True
DENMARK,WA,4.0,2,True
DENNINGTON,VIC,4.5,3,True
DENNNINGTON,VIC,4.0,1,True
DERBY,WA,4.0,1,True
DERNANCOURT,SA,3.0,1,False
DERRIMUT,VIC,4.2,6,True
DERRINALLUM,VIC,4.0,1,True
DERWENT PARK,TAS,4.0,1,True
DEVON MEADOWS,VIC,4.0,1,True
DEVONPORT,TAS,3.7142857142857144,8,False
DHARRUK,NSW,5.0,2,True
DIAMOND BEACH,NSW,5.0,2,True
DIAMOND CREEK,VIC,4.363636363636363,12,True
DIANELLA,WA,3.75,8,False
DICKSON,ACT,4.833333333333333,7,True
DIGGERS REST,VIC,4.25,4,True
DIMBOOLA,VIC,4.0,1,True
DIMBULAH,QLD,4.0,1,True
DINGEE,VIC,4.0,1,True
DINGLEY VILLAGE,VIC,4.285714285714286,7,True
DINGO,QLD,4.0,1,True
DIRRANBANDI,QLD,4.0,1,True
DOCKLANDS,VIC,4.333333333333333,7,True
DODGES FERRY,TAS,3.5,2,False
DOLLS POINT,NSW,4.0,1,True
DON VALLEY,VIC,4.0,1,True
DONALD,VIC,3.0,1,False
DONCASTER,VIC,4.166666666666667,13,True
DONCASTER EAST,VIC,4.260869565217392,23,True
DONNYBROOK,VIC,4.0,6,True
DONNYBROOK,WA,4.0,1,True
DONVALE,VIC,4.222222222222222,9,True
DOOKIE,VIC,,1,False
DOOLANDELLA,QLD,3.0,1,False
DOOMADGEE,QLD,4.0,1,True
DOONAN,QLD,5.0,1,True
DOONSIDE,NSW,3.9,12,False
DOREEN,VIC,4.0625,17,True
DORRIGO,NSW,4.0,1,True
DOUBLE BAY,NSW,4.333333333333333,4,True
DOUBLEVIEW,WA,3.8,5,False
DOUGLAS,QLD,4.0,1,True
DOUGLAS PARK,NSW,4.0,2,True
DOVER,TAS,4.0,1,True
DOVER GARDENS,SA,3.5,2,False
DOVER HEIGHTS,NSW,4.0,4,True
DOVETON,VIC,4.5,7,True
DOWERIN,WA,4.0,1,True
DOWNER,ACT,4.0,1,True
DRAYTON,QLD,4.0,2,True
DREWVALE,QLD,4.0,1,True
DRIVER,NT,3.0,2,False
DROMANA,VIC,4.333333333333333,5,True
DROUIN,VIC,4.153846153846154,15,True
DROUIN EAST,VIC,,1,False
DROUIN WEST,VIC,3.5,2,False
DRUMMOYNE,NSW,4.333333333333333,6,True
DRYSDALE,VIC,4.0,7,True
DUBBO,NSW,4.107142857142857,30,True
DUBBO WEST,NSW,5.0,1,True
DUDLEY,NSW,4.0,1,True
DUDLEY PARK,WA,4.0,1,True
DUFFY,ACT,4.5,2,True
DUFFYS FOREST,NSW,,1,False
DULACCA,QLD,,1,False
DULWICH HILL,NSW,3.8,6,False
DUNALLEY,TAS,3.0,1,False
DUNCRAIG,WA,3.727272727272727,12,False
DUNDAS,NSW,3.8,6,False
DUNDAS VALLEY,NSW,4.333333333333333,4,True
DUNEDOO,NSW,4.0,1,True
DUNGOG,NSW,4.5,2,True
DUNKELD,VIC,5.0,1,True
DUNMORE,NSW,4.5,2,True
DUNOLLY,VIC,4.5,2,True
DUNOON,NSW,4.5,2,True
DUNSBOROUGH,WA,3.75,5,False
DUNWICH,QLD,4.0,1,True
DURACK,NT,4.2,6,True
DURACK,QLD,4.2,5,True
DURAL,NSW,4.0,12,True
DUTTON PARK,QLD,4.0,3,True
DYSART,QLD,4.0,2,True
Dingley Village,VIC,,1,False
EAGLE FARM,QLD,3.0,1,False
EAGLE POINT,VIC,,1,False
EAGLE VALE,NSW,4.0,3,True
EAGLEBY,QLD,4.125,8,True
EAGLEHAWK,VIC,4.5,2,True
EARLVILLE,QLD,3.75,4,False
EARLWOOD,NSW,4.3,10,True
EAST ALBURY,NSW,3.0,1,False
EAST BALLINA,NSW,4.0,1,True
EAST BENDIGO,VIC,,1,False
EAST BRISBANE,QLD,4.0,6,True
EAST BRUNSWICK,VIC,5.0,1,True
EAST BUNBURY,WA,4.0,2,True
EAST CANNINGTON,WA,3.6666666666666665,3,False
EAST CORRIMAL,NSW,5.0,1,True
EAST FREMANTLE,WA,3.3333333333333335,3,False
EAST GEELONG,VIC,4.0,6,True
EAST GOSFORD,NSW,4.333333333333333,3,True
EAST GRIFFITH,NSW,3.0,1,False
EAST HILLS,NSW,4.333333333333333,4,True
EAST INNISFAIL,QLD,4.0,1,True
EAST IPSWICH,QLD,4.5,2,True
EAST KILLARA,NSW,,1,False
EAST KURRAJONG,NSW,4.0,1,True
EAST LAUNCESTON,TAS,5.0,1,True
EAST LINDFIELD,NSW,5.0,1,True
EAST LISMORE,NSW,4.0,4,True
EAST MAITLAND,NSW,4.0,9,True
EAST MALVERN,VIC,4.0,1,True
EAST MELBOURNE,VIC,5.0,2,True
EAST PERTH,WA,4.0,1,True
EAST SALE,VIC,4.5,2,True
EAST SIDE,NT,4.0,2,True
EAST TAMWORTH,NSW,3.0,1,False
EAST TOOWOOMBA,QLD,3.6666666666666665,3,False
EAST VICTORIA PARK,WA,3.75,10,False
EAST WAGGA WAGGA,NSW,4.0,1,True
EASTERN CREEK,NSW,4.25,4,True
EASTERN HEIGHTS,QLD,4.0,1,True
EASTLAKES,NSW,4.0,2,True
EASTWOOD,NSW,4.214285714285714,15,True
EASTWOOD,SA,4.5,2,True
EASTWOOD,VIC,5.0,3,True
EATON,NT,4.0,1,True
EATON,WA,4.166666666666667,6,True
EATONS HILL,QLD,4.75,5,True
EBENEZER,NSW,3.0,1,False
ECHUCA,VIC,4.142857142857143,8,True
ECHUCA SOUTH,VIC,5.0,1,True
ECHUNGA,SA,4.5,2,True
EDEN,NSW,4.0,1,True
EDEN HILL,WA,4.0,3,True
EDEN HILLS,SA,4.0,4,True
EDENHOPE,VIC,3.0,1,False
EDENS LANDING,QLD,4.0,3,True
EDENSOR PARK,NSW,4.142857142857143,8,True
EDGE HILL,QLD,4.0,4,True
EDGECLIFF,NSW,4.0,2,True
EDGEWATER,WA,4.0,4,True
EDGEWORTH,NSW,4.5,6,True
EDITHVALE,VIC,4.666666666666667,3,True
EDMONDSON PARK,NSW,3.75,10,False
EDMONSON PARK,NSW,5.0,1,True
EDMONTON,QLD,4.0,7,True
EDWARDSTOWN,SA,5.0,1,True
EGLINTON,NSW,3.5,3,False
EGLINTON,WA,4.0,2,True
EIDSVOLD,QLD,,1,False
EIGHT MILE PLAINS,QLD,3.9285714285714284,14,False
EILDON,VIC,4.0,2,True
EIMEO,QLD,4.0,1,True
EKIBIN,QLD,4.0,2,True
ELANORA,QLD,4.0,5,True
ELANORA HEIGHTS,NSW,4.25,4,True
ELDERSLIE,NSW,4.142857142857143,7,True
ELEEBANA,NSW,4.666666666666667,3,True
ELERMORE VALE,NSW,4.0,5,True
ELI WATERS,QLD,4.0,3,True
ELIMBAH,QLD,4.5,2,True
ELIZABETH,SA,3.3333333333333335,3,False
ELIZABETH DOWNS,SA,4.0,2,True
ELIZABETH GROVE,SA,3.5,2,False
ELIZABETH NORTH,SA,4.0,2,True
ELIZABETH PARK,SA,5.0,1,True
ELIZABETH SOUTH,SA,5.0,1,True
ELIZABETH VALE,SA,4.0,3,True
ELLENBROOK,WA,3.9,20,False
ELLIMINYT,VIC,4.5,3,True
ELLISTON,SA,,1,False
ELMORE,VIC,4.5,2,True
ELSTERNWICK,VIC,4.533333333333333,16,True
ELTHAM,VIC,4.4375,16,True
ELTHAM NORTH,VIC,4.5,4,True
ELWOOD,VIC,4.5,8,True
EMBLETON,WA,3.5,2,False
EMERALD,QLD,4.333333333333333,9,True
EMERALD,VIC,3.6666666666666665,5,False
EMERALD BEACH,NSW,4.0,1,True
EMPIRE BAY,NSW,4.0,2,True
EMU HEIGHTS,NSW,4.0,2,True
EMU PARK,QLD,4.5,2,True
EMU PLAINS,NSW,4.333333333333333,6,True
ENDEAVOUR HILLS,VIC,4.043478260869565,24,True
ENFIELD,NSW,4.0,3,True
ENFIELD,SA,5.0,4,True
ENFILED,SA,4.0,1,True
ENGADINE,NSW,4.05,20,True
ENGLORIE PARK,NSW,4.0,2,True
ENMORE,NSW,4.0,2,True
ENOGGERA,QLD,4.0,9,True
EPPING,NSW,4.105263157894737,19,True
EPPING,VIC,3.923076923076923,27,False
EPPING NORTH,VIC,4.0,2,True
EPSOM,VIC,4.4,5,True
ERICA,VIC,4.0,1,True
ERINA,NSW,4.0,8,True
ERINA HEIGHTS,NSW,4.333333333333333,3,True
ERINDALE,SA,5.0,1,True
ERMINGTON,NSW,4.083333333333333,12,True
ERSKINE,WA,4.0,2,True
ERSKINE PARK,NSW,4.0,6,True
ERSKINEVILLE,NSW,4.25,4,True
ESCHOL PARK,NSW,5.0,1,True
ESK,QLD,4.0,2,True
ESPERANCE,WA,3.3333333333333335,3,False
